id,protocol,source_ip,source_port,dest_ip,dest_port,action,time
3561,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-10 02:43:12
3562,tcp,43.226.79.178,39,45.224.149.15,5,established,2025-03-09 14:43:34
3563,tcp,47.104.185.217,8,45.224.149.15,4,established,2025-03-09 14:51:43
3564,tcp,45.224.149.15,40,199.188.205.22,80,established,2025-03-09 02:21:27
3565,tcp,45.224.149.15,99,68.183.238.48,3,established,2025-03-09 03:06:40
3566,tcp,103.251.44.184,4,45.224.149.15,6,established,2025-03-09 14:27:34
3567,udp,192.168.20.248,1,190.111.80.199,80,established,2025-03-09 10:34:59
3568,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-10 14:25:49
3569,tcp,170.39.194.215,4,45.224.149.15,9,established,2025-03-09 22:06:26
3570,tcp,192.168.20.22,33,209.85.202.188,80,established,2025-03-09 20:08:05
3571,tcp,103.17.76.8,443,45.224.149.15,3,established,2025-03-09 11:23:03
3572,tcp,104.248.148.61,3,45.224.149.15,9,established,2025-03-10 17:43:20
3573,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 11:35:27
3574,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-09 17:28:59
3575,tcp,143.198.222.12,4,45.224.149.15,9,established,2025-03-09 02:01:39
3576,tcp,192.168.20.26,49,74.125.139.188,80,established,2025-03-10 03:58:39
3577,tcp,103.140.90.100,4,45.224.149.15,6,established,2025-03-09 21:40:09
3578,tcp,170.39.194.215,5,45.224.149.15,9,established,2025-03-10 00:10:32
3579,tcp,45.224.149.15,44,80.78.247.148,2,established,2025-03-10 10:38:52
3580,tcp,95.129.234.27,44,45.224.149.15,4,established,2025-03-10 10:21:58
3581,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-09 10:07:07
3582,tcp,81.94.158.218,47,45.224.149.15,9,established,2025-03-09 13:13:58
3583,tcp,23.171.216.84,62,45.224.149.15,3,established,2025-03-09 07:56:36
3584,tcp,45.224.149.15,53,91.106.207.43,8,established,2025-03-09 10:50:15
3585,tcp,192.168.20.17,54,173.194.216.188,80,established,2025-03-09 05:47:34
3586,tcp,192.168.20.222,5,199.103.24.2,44,established,2025-03-09 07:07:40
3587,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 22:42:58
3588,tcp,45.224.149.15,33,91.106.207.43,8,established,2025-03-09 20:46:37
3589,tcp,45.224.149.15,54,43.154.73.183,8,established,2025-03-09 12:41:08
3590,tcp,45.224.149.15,38,199.188.205.22,80,established,2025-03-10 00:56:29
3591,tcp,39.106.73.67,80,45.224.149.15,5,established,2025-03-10 05:27:41
3592,tcp,45.224.149.15,35,91.106.207.43,8,established,2025-03-09 17:20:13
3593,tcp,192.168.20.222,5,1.1.1.1,443,established,2025-03-09 12:36:20
3594,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-10 00:34:36
3595,tcp,203.161.47.75,37,45.224.149.15,9,established,2025-03-09 17:44:47
3596,tcp,45.224.149.15,99,176.65.128.69,6,established,2025-03-10 05:03:46
3597,tcp,200.25.38.69,443,45.224.149.15,4,established,2025-03-10 09:08:09
3598,tcp,45.224.149.15,99,170.39.194.221,80,established,2025-03-09 22:10:29
3599,tcp,192.168.20.155,3,216.239.36.131,80,established,2025-03-10 05:24:55
3600,tcp,45.224.149.15,48,199.188.205.22,80,established,2025-03-10 09:23:56
3601,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-09 10:09:28
3602,tcp,192.168.20.168,6,172.217.203.188,80,established,2025-03-10 12:35:52
3603,tcp,45.224.149.15,41,195.239.64.95,8,established,2025-03-09 14:30:28
3604,tcp,172.8.26.7,44054,74.125.26.188,5,established,2025-03-10 11:12:56
3605,tcp,45.224.149.15,55,195.239.64.85,8,established,2025-03-09 06:44:37
3606,tcp,45.224.149.15,99,176.65.128.69,3,established,2025-03-10 04:54:43
3607,tcp,45.224.149.15,49,116.193.191.254,80,established,2025-03-10 08:00:19
3608,tcp,45.224.149.15,48,91.106.207.43,8,established,2025-03-09 14:16:40
3609,tcp,45.224.149.15,51,199.188.205.22,80,established,2025-03-09 07:23:50
3610,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-09 10:01:36
3611,tcp,192.168.20.168,4,223.4.221.28,44,established,2025-03-10 21:28:30
3612,tcp,45.224.149.15,99,206.189.81.9,58,established,2025-03-09 04:26:07
3613,tcp,45.224.149.15,52,162.0.209.249,4,established,2025-03-09 23:42:25
3614,tcp,45.224.149.15,99,178.128.240.16,80,established,2025-03-10 06:34:59
3615,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-10 16:21:33
3616,tcp,192.168.20.224,5,142.250.153.188,80,established,2025-03-09 14:50:25
3617,tcp,199.189.85.9,457,45.224.149.15,9,established,2025-03-10 10:39:04
3618,tcp,172.8.26.10,5978,173.194.215.188,80,established,2025-03-09 12:43:49
3619,tcp,45.224.149.15,99,185.209.223.45,80,established,2025-03-10 12:54:55
3620,tcp,45.224.149.15,53,91.106.207.43,8,established,2025-03-10 07:04:17
3621,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-10 21:32:52
3622,tcp,45.224.149.15,99,134.195.158.53,80,established,2025-03-09 04:51:09
3623,tcp,192.168.20.168,6,173.194.215.188,80,established,2025-03-10 07:44:33
3624,tcp,45.224.149.15,99,128.199.96.38,3,established,2025-03-09 00:09:50
3625,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-09 13:55:51
3626,tcp,188.166.191.205,80,45.224.149.15,9,established,2025-03-09 09:41:19
3627,tcp,45.224.149.15,99,176.65.128.69,3,established,2025-03-09 10:30:51
3628,tcp,62.133.47.21,463,45.224.149.15,9,established,2025-03-10 09:50:13
3629,tcp,39.106.73.67,80,45.224.149.15,3,established,2025-03-09 08:19:50
3630,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 00:12:00
3631,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-10 14:34:49
3632,tcp,45.224.149.15,56,199.188.205.22,80,established,2025-03-09 22:10:23
3633,tcp,178.237.58.249,4,45.224.149.15,9,established,2025-03-10 20:01:45
3634,tcp,192.168.20.155,3,20.33.25.54,522,established,2025-03-09 03:21:20
3635,tcp,185.91.127.12,38,45.224.149.15,9,established,2025-03-09 15:28:43
3636,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 02:40:18
3637,tcp,103.66.86.235,44,45.224.149.15,4,established,2025-03-09 17:51:31
3638,tcp,192.168.20.150,4,108.177.12.188,80,established,2025-03-10 19:30:34
3639,tcp,45.224.149.15,99,176.65.128.69,3,established,2025-03-10 12:01:56
3640,tcp,45.224.149.15,99,206.189.81.9,56,established,2025-03-09 22:40:15
3641,tcp,192.168.20.178,3,142.251.107.188,80,established,2025-03-10 14:32:57
3642,tcp,178.237.58.185,3,45.224.149.15,9,established,2025-03-09 11:31:42
3643,tcp,45.224.149.15,99,159.65.134.137,80,established,2025-03-09 02:24:26
3644,tcp,192.168.20.22,52,200.24.140.13,4,established,2025-03-09 07:51:38
3645,tcp,192.168.20.87,34,223.4.221.28,44,established,2025-03-09 20:40:52
3646,tcp,152.42.200.238,5,45.224.149.15,9,established,2025-03-10 17:25:51
3647,tcp,38.180.249.152,4,45.224.149.15,6,established,2025-03-10 11:57:24
3648,tcp,45.224.149.15,99,139.59.234.8,53,established,2025-03-10 05:17:44
3649,tcp,209.74.71.172,60,45.224.149.15,9,established,2025-03-10 02:32:05
3650,tcp,45.224.149.15,99,206.189.81.9,49,established,2025-03-10 18:55:26
3651,tcp,47.104.185.217,8,45.224.149.15,4,established,2025-03-10 10:31:16
3652,tcp,45.224.149.15,43,66.29.137.57,44,established,2025-03-09 04:57:20
3653,tcp,45.224.149.15,44,31.129.97.241,4,established,2025-03-09 07:57:57
3654,tcp,199.59.243.228,4,45.224.149.15,5,established,2025-03-09 14:32:16
3655,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-09 01:29:08
3656,tcp,45.224.149.15,99,108.181.24.106,80,established,2025-03-10 17:20:12
3657,tcp,192.168.20.142,4,142.250.27.188,80,established,2025-03-10 09:50:11
3658,tcp,45.224.149.15,35,109.194.54.42,8,established,2025-03-09 17:45:56
3659,tcp,192.168.20.142,6,172.172.255.217,80,established,2025-03-09 22:41:45
3660,tcp,45.224.149.15,52,199.188.205.22,80,established,2025-03-09 13:18:05
3661,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-10 14:41:55
3662,tcp,170.39.193.187,4,45.224.149.15,9,established,2025-03-09 18:48:43
3663,tcp,45.224.149.15,42,195.239.64.85,8,established,2025-03-09 15:11:09
3664,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-10 10:54:14
3665,tcp,62.138.14.196,42,45.224.149.15,9,established,2025-03-09 11:28:54
3666,tcp,172.8.26.7,35124,54.180.221.247,80,established,2025-03-10 04:41:13
3667,tcp,45.224.149.15,99,178.128.27.146,80,established,2025-03-09 04:13:50
3668,tcp,45.224.149.15,49,195.239.64.95,4,established,2025-03-09 22:32:30
3669,tcp,178.237.58.185,4,45.224.149.15,9,established,2025-03-10 09:10:46
3670,tcp,45.224.149.15,47,195.239.64.191,80,established,2025-03-09 01:24:08
3671,tcp,178.128.27.146,4,45.224.149.15,9,established,2025-03-10 04:04:23
3672,tcp,167.71.216.110,5,45.224.149.15,9,established,2025-03-09 13:57:43
3673,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 00:38:15
3674,tcp,31.31.196.109,80,45.224.149.15,4,established,2025-03-09 09:10:49
3675,tcp,45.224.149.15,40,162.213.251.172,80,established,2025-03-09 03:49:20
3676,tcp,128.199.164.67,4,45.224.149.15,9,established,2025-03-09 20:08:07
3677,tcp,202.95.15.108,44,45.224.149.15,6,established,2025-03-10 05:24:25
3678,tcp,45.224.149.15,99,154.29.154.119,80,established,2025-03-09 11:41:33
3679,tcp,45.224.149.15,56,18.235.215.12,4,established,2025-03-10 14:52:22
3680,tcp,157.245.196.167,80,45.224.149.15,9,established,2025-03-09 18:55:15
3681,tcp,45.224.149.15,44,80.78.247.148,8,established,2025-03-10 13:06:21
3682,tcp,45.224.149.15,43,80.78.247.148,2,established,2025-03-09 01:27:20
3683,tcp,104.248.148.61,3,45.224.149.15,9,established,2025-03-10 21:47:59
3684,tcp,45.224.149.15,99,159.65.134.137,80,established,2025-03-09 11:58:29
3685,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-10 13:18:26
3686,tcp,45.224.149.15,99,157.245.152.158,80,established,2025-03-10 00:05:01
3687,tcp,172.8.26.7,45802,45.57.40.1,443,established,2025-03-10 12:01:18
3688,tcp,62.138.14.196,47,45.224.149.15,9,established,2025-03-09 05:20:51
3689,tcp,192.168.20.24,54,8.214.88.90,443,established,2025-03-09 01:36:52
3690,tcp,202.95.15.108,44,45.224.149.15,5,established,2025-03-10 12:43:07
3691,tcp,178.128.17.113,4,45.224.149.15,9,established,2025-03-09 12:30:59
3692,tcp,47.104.185.217,8,45.224.149.15,5,established,2025-03-09 15:25:49
3693,tcp,45.224.149.15,48,202.95.15.108,4,established,2025-03-09 05:58:45
3694,tcp,68.183.231.75,59,45.224.149.15,9,established,2025-03-10 19:39:42
3695,tcp,45.224.149.15,34,43.130.237.62,8,established,2025-03-09 06:18:49
3696,tcp,172.8.26.20,4221,173.194.210.188,80,established,2025-03-09 02:04:27
3697,tcp,95.129.234.27,44,45.224.149.15,3,established,2025-03-10 13:30:42
3698,tcp,192.168.20.22,58,200.24.129.27,4,established,2025-03-10 18:01:50
3699,tcp,178.128.124.214,80,45.224.149.15,9,established,2025-03-09 16:28:50
3700,tcp,45.224.149.15,99,128.199.96.38,3,established,2025-03-09 04:37:12
3701,tcp,178.237.58.240,3,45.224.149.15,9,established,2025-03-10 19:17:09
3702,tcp,43.226.79.178,39,45.224.149.15,5,established,2025-03-09 18:34:05
3703,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-09 02:13:00
3704,tcp,167.99.75.19,525,45.224.149.15,9,established,2025-03-09 17:32:03
3705,tcp,172.8.26.2,44877,142.251.107.188,80,established,2025-03-09 08:18:40
3706,tcp,199.189.85.13,45,45.224.149.15,9,established,2025-03-09 15:56:31
3707,tcp,103.253.145.96,3,45.224.149.15,9,established,2025-03-10 15:37:51
3708,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-10 17:59:53
3709,tcp,170.39.193.146,5,45.224.149.15,9,established,2025-03-09 11:19:54
3710,tcp,134.195.158.46,3,45.224.149.15,9,established,2025-03-10 21:52:46
3711,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-10 03:03:14
3712,tcp,151.243.11.32,33,45.224.149.15,9,established,2025-03-09 09:55:10
3713,tcp,192.168.20.24,37,23.208.28.26,44,established,2025-03-09 01:51:37
3714,tcp,192.168.20.248,4,173.194.210.188,80,established,2025-03-09 18:06:00
3715,tcp,170.39.194.20,42,45.224.149.15,9,established,2025-03-09 21:25:05
3716,tcp,192.168.20.87,45,173.194.210.188,80,established,2025-03-09 23:50:52
3717,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-10 03:35:27
3718,tcp,206.189.81.9,386,45.224.149.15,9,established,2025-03-10 15:22:06
3719,tcp,45.224.149.15,43,188.93.211.17,8,established,2025-03-10 18:05:02
3720,tcp,170.39.193.187,3,45.224.149.15,9,established,2025-03-10 09:32:31
3721,tcp,178.237.58.228,5,45.224.149.15,9,established,2025-03-09 18:47:33
3722,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-09 01:38:40
3723,tcp,104.248.148.61,3,45.224.149.15,9,established,2025-03-09 20:12:13
3724,tcp,45.224.149.15,50,209.182.232.230,80,established,2025-03-10 18:25:46
3725,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-09 16:20:44
3726,tcp,170.39.193.187,5,45.224.149.15,9,established,2025-03-09 15:06:23
3727,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-09 15:33:52
3728,tcp,159.65.172.241,6,45.224.149.15,9,established,2025-03-09 14:06:28
3729,tcp,45.224.149.15,45,162.0.232.191,4,established,2025-03-09 14:37:05
3730,tcp,31.129.97.241,80,45.224.149.15,3,established,2025-03-09 09:38:48
3731,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-10 04:12:41
3732,tcp,45.224.149.15,54,31.129.97.241,8,established,2025-03-10 03:32:03
3733,tcp,170.39.194.40,58,45.224.149.15,9,established,2025-03-09 10:27:04
3734,tcp,89.169.36.113,41,45.224.149.15,9,established,2025-03-10 12:54:57
3735,tcp,192.168.20.17,58,163.70.152.21,4,established,2025-03-10 01:32:16
3736,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 21:44:02
3737,tcp,45.224.149.15,46,66.29.132.30,44,established,2025-03-09 19:04:26
3738,tcp,45.224.149.15,57,31.129.97.241,8,established,2025-03-09 10:47:32
3739,tcp,45.224.149.15,47,91.106.207.43,8,established,2025-03-09 15:45:11
3740,tcp,45.224.149.15,46,91.106.207.43,8,established,2025-03-09 07:05:24
3741,tcp,185.209.223.45,4,45.224.149.15,9,established,2025-03-09 03:07:59
3742,tcp,45.224.149.15,45,206.189.38.32,4,established,2025-03-09 05:54:13
3743,tcp,45.224.149.15,99,134.209.102.185,80,established,2025-03-10 06:28:49
3744,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 04:23:19
3745,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-09 23:22:39
3746,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-09 08:53:41
3747,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-10 08:29:36
3748,tcp,45.224.149.15,52,31.31.196.109,8,established,2025-03-09 18:26:49
3749,tcp,45.224.149.15,40,199.188.205.22,80,established,2025-03-09 14:32:25
3750,tcp,45.224.149.15,99,209.74.86.162,4,established,2025-03-09 18:41:45
3751,tcp,45.224.149.15,42,199.188.205.22,80,established,2025-03-09 14:29:34
3752,tcp,191.96.168.170,5,45.224.149.15,9,established,2025-03-10 09:45:24
3753,tcp,45.224.149.15,38,195.239.64.95,8,established,2025-03-09 12:10:01
3754,tcp,45.224.149.15,99,188.166.213.232,80,established,2025-03-09 19:53:29
3755,tcp,45.224.149.15,41,188.93.211.17,8,established,2025-03-09 21:20:40
3756,tcp,192.168.20.87,57,104.18.53.6,80,established,2025-03-09 07:22:29
3757,tcp,45.224.149.15,55,43.248.173.238,80,established,2025-03-10 10:33:54
3758,tcp,192.168.20.8,605,142.251.107.188,80,established,2025-03-09 00:37:35
3759,tcp,45.224.149.15,41,43.226.79.178,3,established,2025-03-10 14:30:18
3760,tcp,92.112.198.208,4,45.224.149.15,4,established,2025-03-09 14:42:05
3761,tcp,172.8.26.10,3925,173.194.215.188,80,established,2025-03-09 23:35:13
3762,tcp,45.224.149.15,51,45.130.41.3,443,established,2025-03-10 04:26:15
3763,tcp,45.224.149.15,35,199.188.205.22,80,established,2025-03-09 21:07:18
3764,tcp,45.224.149.15,46,31.129.97.241,4,established,2025-03-10 11:11:53
3765,tcp,45.224.149.15,34,31.129.97.241,2,established,2025-03-10 05:19:09
3766,tcp,45.130.41.93,443,45.224.149.15,3,established,2025-03-09 01:17:52
3767,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 02:07:25
3768,tcp,68.168.211.135,4,45.224.149.15,5,established,2025-03-09 23:33:57
3769,tcp,45.224.149.15,99,167.172.87.93,5,established,2025-03-10 14:27:41
3770,tcp,192.168.20.88,45,130.44.212.234,80,established,2025-03-09 06:51:19
3771,tcp,202.95.15.108,44,45.224.149.15,3,established,2025-03-09 10:42:18
3772,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-09 10:09:17
3773,tcp,172.8.26.7,34056,45.57.41.1,443,established,2025-03-09 00:37:37
3774,tcp,45.224.149.15,38,31.129.97.241,8,established,2025-03-10 15:00:33
3775,tcp,45.224.149.15,99,206.189.81.9,44,established,2025-03-09 01:54:04
3776,tcp,103.17.76.8,443,45.224.149.15,4,established,2025-03-10 02:52:26
3777,tcp,45.224.149.15,43,91.106.207.43,8,established,2025-03-10 20:13:11
3778,udp,192.168.20.247,1,174.211.171.223,80,established,2025-03-10 02:52:55
3779,tcp,170.39.194.215,3,45.224.149.15,9,established,2025-03-10 05:05:23
3780,tcp,45.224.149.15,58,15.204.104.217,80,established,2025-03-10 12:57:19
3781,udp,172.8.26.20,5996,200.24.144.205,80,established,2025-03-09 08:59:52
3782,tcp,209.97.172.99,53,45.224.149.15,9,established,2025-03-10 14:52:33
3783,tcp,45.224.149.15,55,195.239.64.54,8,established,2025-03-10 19:30:30
3784,tcp,192.168.20.24,43,163.70.152.19,4,established,2025-03-09 21:20:57
3785,tcp,45.224.149.15,35,178.128.52.122,80,established,2025-03-09 07:27:48
3786,tcp,89.169.36.113,43,45.224.149.15,9,established,2025-03-10 18:01:07
3787,udp,192.168.20.247,4,174.211.171.223,80,established,2025-03-09 18:34:58
3788,tcp,45.224.149.15,53,31.129.97.241,2,established,2025-03-10 06:41:43
3789,tcp,45.224.149.15,55,31.129.97.241,4,established,2025-03-09 13:08:31
3790,tcp,45.224.149.15,36,199.188.205.22,80,established,2025-03-10 04:50:55
3791,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-10 20:58:50
3792,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-09 06:23:47
3793,tcp,154.81.156.5,552,45.224.149.15,9,established,2025-03-10 04:01:13
3794,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-09 11:15:37
3795,tcp,45.224.149.15,50,91.106.207.43,8,established,2025-03-09 20:13:41
3796,tcp,45.224.149.15,99,52.170.117.233,80,established,2025-03-10 10:44:46
3797,tcp,192.168.20.17,55,200.24.129.32,8,established,2025-03-10 10:31:11
3798,tcp,45.224.149.15,49,195.239.64.85,8,established,2025-03-10 19:13:50
3799,tcp,199.189.85.11,43,45.224.149.15,9,established,2025-03-10 13:58:10
3800,tcp,199.189.85.12,51,45.224.149.15,9,established,2025-03-10 09:56:01
3801,tcp,170.39.194.243,5,45.224.149.15,9,established,2025-03-09 12:22:21
3802,tcp,199.189.85.12,57,45.224.149.15,9,established,2025-03-09 13:34:48
3803,tcp,68.183.231.75,53,45.224.149.15,9,established,2025-03-10 17:27:53
3804,tcp,45.224.149.15,54,188.93.211.17,2,established,2025-03-10 16:26:05
3805,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-10 10:57:28
3806,tcp,45.224.149.15,99,176.65.128.69,3,established,2025-03-10 11:34:19
3807,tcp,207.38.88.146,46,45.224.149.15,9,established,2025-03-09 08:11:56
3808,tcp,45.224.149.15,59,91.106.207.43,8,established,2025-03-10 12:03:27
3809,tcp,68.183.231.98,51,45.224.149.15,9,established,2025-03-10 21:43:42
3810,tcp,104.248.148.61,4,45.224.149.15,9,established,2025-03-10 07:03:17
3811,tcp,95.129.234.27,44,45.224.149.15,4,established,2025-03-10 11:15:10
3812,tcp,45.224.149.15,49,18.166.61.118,4,established,2025-03-10 07:24:02
3813,tcp,45.224.149.15,51,198.54.125.224,80,established,2025-03-10 12:56:36
3814,tcp,45.224.149.15,51,198.54.125.224,80,established,2025-03-10 09:36:04
3815,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-10 15:13:49
3816,tcp,192.168.20.41,36,172.172.255.218,80,established,2025-03-09 00:07:38
3817,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-10 09:34:27
3818,tcp,199.189.85.12,54,45.224.149.15,9,established,2025-03-10 03:46:28
3819,tcp,207.38.88.129,44,45.224.149.15,9,established,2025-03-10 10:40:37
3820,tcp,170.39.194.40,53,45.224.149.15,9,established,2025-03-09 02:26:03
3821,tcp,47.104.185.217,8,45.224.149.15,4,established,2025-03-10 08:58:52
3822,tcp,192.168.20.33,58,74.125.26.188,5,established,2025-03-09 14:38:39
3823,tcp,31.31.196.109,80,45.224.149.15,5,established,2025-03-09 15:10:39
3824,tcp,178.128.241.124,80,45.224.149.15,9,established,2025-03-10 14:46:20
3825,tcp,45.224.149.15,36,31.129.97.241,8,established,2025-03-09 21:26:02
3826,tcp,45.224.149.15,58,207.241.237.3,4,established,2025-03-09 04:43:57
3827,tcp,34.127.101.181,4,45.224.149.15,9,established,2025-03-09 10:58:12
3828,tcp,95.163.239.138,8,45.224.149.15,4,established,2025-03-10 15:02:47
3829,tcp,45.224.149.15,50,91.106.207.43,8,established,2025-03-09 05:28:16
3830,tcp,192.168.20.101,3,74.125.141.188,80,established,2025-03-10 21:06:54
3831,tcp,192.168.20.17,51,172.217.204.188,80,established,2025-03-09 06:40:11
3832,tcp,45.224.149.15,99,128.199.164.67,80,established,2025-03-10 17:11:22
3833,tcp,209.74.88.199,44,45.224.149.15,5,established,2025-03-09 04:02:44
3834,tcp,45.224.149.15,59,80.78.247.148,4,established,2025-03-10 21:30:41
3835,tcp,31.129.97.241,80,45.224.149.15,3,established,2025-03-10 04:09:30
3836,tcp,178.237.58.228,4,45.224.149.15,9,established,2025-03-10 03:09:37
3837,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-09 12:11:51
3838,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-10 05:57:11
3839,tcp,47.104.185.217,8,45.224.149.15,5,established,2025-03-10 03:42:09
3840,tcp,95.129.234.27,44,45.224.149.15,4,established,2025-03-10 10:05:30
3841,tcp,170.39.194.215,5,45.224.149.15,9,established,2025-03-09 12:15:23
3842,tcp,95.129.234.27,44,45.224.149.15,3,established,2025-03-10 10:50:36
3843,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-09 00:01:53
3844,tcp,45.224.149.15,54,199.188.205.22,80,established,2025-03-10 09:32:37
3845,tcp,192.168.20.159,5,173.194.217.188,80,established,2025-03-10 18:07:49
3846,tcp,45.224.149.15,53,125.64.3.173,44,established,2025-03-09 00:46:54
3847,tcp,45.224.149.15,99,139.59.234.8,55,established,2025-03-10 08:33:33
3848,tcp,45.224.149.15,99,52.170.117.233,80,established,2025-03-09 22:29:25
3849,tcp,45.224.149.15,99,194.233.73.213,80,established,2025-03-10 09:42:44
3850,tcp,192.168.20.168,5,142.250.98.188,80,established,2025-03-09 00:01:21
3851,tcp,31.129.97.241,80,45.224.149.15,3,established,2025-03-09 23:19:59
3852,tcp,45.224.149.15,59,199.188.205.22,80,established,2025-03-09 03:12:19
3853,tcp,45.224.149.15,51,195.239.64.85,8,established,2025-03-10 09:58:50
3854,tcp,103.17.76.8,443,45.224.149.15,3,established,2025-03-09 14:58:13
3855,tcp,192.168.20.22,60,142.251.107.188,80,established,2025-03-09 09:57:20
3856,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-09 12:32:56
3857,tcp,170.39.194.40,36,45.224.149.15,9,established,2025-03-09 07:49:37
3858,tcp,157.230.42.178,4,45.224.149.15,9,established,2025-03-10 14:22:52
3859,tcp,95.129.234.27,44,45.224.149.15,4,established,2025-03-09 00:47:02
3860,tcp,202.95.15.108,44,45.224.149.15,4,established,2025-03-09 08:03:06
3861,tcp,45.224.149.15,99,64.225.14.195,4,established,2025-03-10 11:09:39
3862,tcp,103.140.90.100,4,45.224.149.15,5,established,2025-03-09 05:40:57
3863,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-10 19:00:52
3864,tcp,95.129.234.27,44,45.224.149.15,3,established,2025-03-09 12:25:16
3865,tcp,45.224.149.15,49,188.93.211.17,2,established,2025-03-10 02:19:27
3866,tcp,103.17.76.8,443,45.224.149.15,3,established,2025-03-10 18:08:33
3867,tcp,103.66.86.235,44,45.224.149.15,3,established,2025-03-09 08:03:26
3868,tcp,45.224.149.15,55,199.188.205.22,80,established,2025-03-09 15:40:29
3869,tcp,45.224.149.15,99,206.189.81.9,44,established,2025-03-10 15:18:20
3870,tcp,45.224.149.15,99,134.195.158.46,80,established,2025-03-10 03:36:17
3871,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-09 08:34:58
3872,tcp,192.168.20.87,38,64.233.184.188,80,established,2025-03-09 15:08:24
3873,tcp,192.168.20.22,30,172.217.204.188,80,established,2025-03-10 05:26:58
3874,tcp,45.224.149.15,56,195.239.64.141,80,established,2025-03-09 02:12:36
3875,tcp,45.224.149.15,99,178.128.27.146,80,established,2025-03-09 23:36:35
3876,tcp,192.168.20.159,3,74.125.141.188,80,established,2025-03-09 22:41:42
3877,tcp,192.168.20.24,39,173.194.215.188,80,established,2025-03-09 22:19:27
3878,tcp,152.42.243.252,5,45.224.149.15,9,established,2025-03-10 01:50:41
3879,tcp,45.224.149.15,40,206.189.38.32,4,established,2025-03-09 05:36:37
3880,tcp,170.39.193.187,4,45.224.149.15,9,established,2025-03-09 00:00:38
3881,tcp,170.39.194.215,6,45.224.149.15,9,established,2025-03-10 16:47:27
3882,tcp,178.237.58.240,4,45.224.149.15,9,established,2025-03-09 02:23:19
3883,tcp,104.248.144.152,80,45.224.149.15,9,established,2025-03-10 18:26:45
3884,tcp,103.169.35.190,4,45.224.149.15,4,established,2025-03-10 05:26:37
3885,tcp,45.224.149.15,38,188.93.211.17,2,established,2025-03-10 12:10:16
3886,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 04:42:28
3887,tcp,172.8.26.3,40400,159.138.91.154,80,established,2025-03-10 12:28:43
3888,tcp,170.39.193.238,4,45.224.149.15,9,established,2025-03-10 03:59:00
3889,tcp,170.39.193.187,4,45.224.149.15,9,established,2025-03-09 00:36:25
3890,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-09 18:53:21
3891,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-10 12:08:48
3892,tcp,45.224.149.15,35,80.78.247.148,2,established,2025-03-09 13:53:06
